Date,Loc,TempLow,TempHigh,Steaming,Sun,WindDir,WindSpeed,DayWindDir,NightWindDir,DayWindSpeed,NightWindSpeed,DayHumidity,NightHumidity,DayPressure,NightPressure,DayCloud,NightCloud,DayTemp,NightTemp,Weather,RISK_MM
,NorfolkIsland,20.5,24,4.4,6,E,52,ESE,,28,28,,,1011.5,,6,6,,22.8,0,0
,Watsonia,9.3,15.9,1.6,3.9,S,19,W,W,6,4,59.40840908,74.52352538,,1023.7,8,,11,15.4,0,0.2
2016/9/5,Moree,-0.3,17.3,3.2,10.4,S,33,,SSW,13,22,43.6053059,80.63607699,1025.6,1022.6,1,1,,16.6,0,0
2011/6/12,Canberra,0.3,,5.694960464,,NW,35,,SSW,9,7,96.80353584,,1012.4,1007.7,8,8,4.6,7.9,1,
,Darwin,,,6,10.3,WNW,,SSW,NW,9,28,,65.21542048,1014.7,1010.4,5,1,26.8,31.3,0,0
2012/4/11,Mildura,,28.4,5.8,12.9,WSW,33,WSW,,9,15,44.67488424,71.91787801,1011.5,,6,5,19,26.7,0,0
2013/8/15,,14.9,31.4,7,13.4,,37,WNW,WSW,,15,27.00807396,62.60390951,1015.8,1013.6,4.167265902,,21.7,30.6,0,0
,NorahHead,11.7,17.1,5.694960464,7.993227011,SSW,44,,SSW,15,,,54.37335699,1026,,4.167265902,4.27812027,13.1,16.4,1,26
,CoffsHarbour,12.5,,2.4,8.8,NW,30,NW,NNW,13,,77.95837959,38.4019284,,1012.3,1,5,20.6,,0,1
,Newcastle,14.3,25.2,5.694960464,7.993227011,,,,,0,18.43587904,54.29898819,77.66473486,,1015.465952,4,4.27812027,18.8,,0,0
2014/11/13,WaggaWagga,23.1,,8,3.1,ENE,41,E,ENE,17,24,49.43909159,53.25425867,1020.8,1019,,6,25.5,29.8,0,
2016/6/30,Launceston,2.3,14.1,5.694960464,7.993227011,SSE,41,SSE,SSE,,17,,54.8765242,1018.03427,1015.465952,4.167265902,8,10.3,,0,0
2013/1/21,Cairns,21.8,28,,9.4,SE,50,S,SE,20,33,66.32235802,56.8100817,,1014.4,,2,24.6,,1,0
2013/9/28,,21.1,30.6,11.2,0,E,65,,ENE,,31,,56.35262892,1014.2,1011.8,7,7,23.1,30.2,0,0
,,,10.9,5.694960464,,WNW,17,SSE,ENE,,9,,68.11006381,,,5,6,5.2,10.8,0,0
2010/12/28,Albury,14.8,19,5.694960464,7.993227011,,28,W,,,15,76.15385551,56.01235508,,1016.8,8,5,17.4,17.2,0,
2015/12/11,Townsville,,28.1,6.2,7.5,,37,S,NE,,22,56.12013851,54.53767164,1016.4,1013.1,7,7,24.3,26.1,0,0
2009/2/22,,23,28.7,3.2,,,,ENE,ENE,17,26,73.48680643,,,1015.1,,,25.8,27.7,0,0.6
2016/11/21,Perth,20.7,31.2,,11.3,S,35,SSE,SE,17,15,35.75223473,64.58177597,1010.9,,1,1,,30.6,0,0
2013/1/6,Witchcliffe,2.1,15.8,5.694960464,7.993227011,SE,31,,SE,0,17,61.1455572,81.38831301,1033.9,1030.6,4.167265902,4.27812027,6.2,15.1,0,0
2011/11/19,NorfolkIsland,,,1.8,7.4,,22,,WNW,0,11,59.86962902,70.08417968,1015.3,,7,5,20.9,,0,0
2012/11/19,,-0.3,,5.694960464,7.993227011,WSW,30,,W,0,13,46.44562369,85.63717113,1021.1,,,4.27812027,7.6,19.3,0,0.2
2017/2/24,MountGambier,6.8,12.9,0.6,6.3,SW,44,,,,22,70.37267227,52.46071437,,1016.6,7,7,10.2,10.6,1,0.8
2009/10/14,,13.6,33.2,5.8,7.3,SW,37,N,WNW,17,20,30.23242801,56.95435219,,,4.167265902,4.27812027,21.9,30.6,0,0
,,6,21.5,1.4,,,39.38314977,S,SSW,6,13,48.10704708,73.09545128,1021.4,,0,1,,21.3,0,0
,MelbourneAirport,6.7,19,4.4,,N,31,NNW,S,,6,42.21678975,67.05647772,1022.7,1018.5,1,1,13.3,18.6,0,0.2
2017/1/27,Sydney,9.2,17.9,4,10,SW,46,WSW,W,22,13,27.66562721,54.61311666,,1018.1,4.167265902,4.27812027,11.7,17.3,0,0
,,,22,5.694960464,7.993227011,S,,,,33,33,76.07558109,63.16445962,1016.3,1017.4,8,8,21.2,21.4,0,0
,Bendigo,10.9,20.6,5.694960464,7.993227011,SSE,35,SSE,S,19,13,49.39260837,,1023.4,,,6,13.1,19.2,0,0
2013/7/16,Hobart,13.2,21.7,6,,SSE,33,NNE,SE,,19,50.86572545,48.53455325,1015.1,1012.9,3,1,17.4,20.9,0,
2013/5/19,Albury,,22.9,,7.993227011,WSW,31,SE,WSW,,,37.09080083,59.91059403,,1019.7,4.167265902,,13.8,20.8,1,
2014/8/21,Moree,27.3,43.9,,7.993227011,SW,52,NNE,WSW,31,17,19.46518086,55.33048925,1010.9,1007.4,4.167265902,4.27812027,31.2,,0,
2016/8/5,,4.6,17.8,,0.1,NNE,,,NNE,11,,44.81409303,,,,7,8,11.8,17.7,0,3
2010/5/22,,,28.5,,7.993227011,SE,37,SE,ESE,28,20,53.43610865,50.7677094,1015.7,,,4.27812027,27.8,27.5,0,0
2015/10/14,PearceRAAF,,24.1,5.694960464,,SW,31,,SSW,4,,41.62892881,64.23974239,1023,1021.3,,5,15.6,,0,0
2009/12/29,,,14,5.694960464,7.993227011,W,43,WNW,WNW,15,19,43.61727068,49.15142928,1017.1,1017.1,4.167265902,,11.1,12.5,0,0
,Townsville,24.6,32.7,11.6,9.9,,48,ESE,ENE,,31,47.9172604,51.11700786,1017.9,,5,,,,0,0
2009/5/23,Watsonia,18,46.7,10.8,8.5,NNW,74,,NW,,,16.63657244,58.36569705,1003,998.2,2,,,,0,1
2009/2/4,MountGinini,3.4,11.4,,7.993227011,ENE,24,SE,NE,2,7,69.24444453,,1018.03427,1015.465952,,4.27812027,,10.7,0,0
2013/10/19,Wollongong,,22,5.694960464,,WSW,43,W,SE,,28,57.54377604,,,,,4.27812027,16.9,,0,0
,CoffsHarbour,,18,,7.993227011,S,,SW,SSW,28,33,59.10986609,,,1020.9,4.167265902,4.27812027,14.5,16.3,0,0
2014/11/25,Walpole,,26.9,,7.993227011,WSW,,WNW,SW,13,11,79.96409357,,,1015.5,4.167265902,4.27812027,21.3,20.3,0,1.4
2016/11/11,,12.6,17.9,4,,N,,W,SSE,,13,72.48259461,,1019.2,,8,,,16.5,0,8.6
2011/5/17,NorfolkIsland,16.6,20.5,4.6,9.2,ESE,33,ESE,SE,,17,56.98746339,50.06978419,1024.3,1022.2,3,1,19,,0,0
2012/10/10,,3.5,18.5,5.694960464,,WSW,37,,WSW,0,6,41.46055951,,1016,1012.1,4.167265902,4.27812027,11.6,,0,0
2016/10/14,,17.4,28,4.4,8.2,,43,,SW,6,,45.02460078,74.118645,1018.9,1017.5,,,,26.8,0,0
2009/12/6,Hobart,8.2,14.3,3.2,,SSW,37,,SE,17,,,53.15005147,1028.2,,,1,11.2,14,0,0
2012/1/22,CoffsHarbour,12.9,18.3,5.694960464,7.993227011,,35,SW,SW,13,13,,61.03699124,,1018.8,8,,14.8,18.1,0,0.2
2008/9/14,Mildura,5.7,,1.2,6.3,SE,15,ESE,ESE,2,4,48.59405481,65.55928354,1030.8,1026.8,6,4,11.4,19.6,0,
2016/11/26,Adelaide,12.1,26.9,,7.993227011,,,,,0,17,,,,,4.167265902,4.27812027,18.5,25.9,0,0
,Sydney,14.2,23.7,2.8,9.6,,22,WNW,E,13,,58.30977893,62.78809946,1030.9,1027.6,,,17.2,,0,0
2017/2/24,Williamtown,6.7,16.8,,10.2,SSE,33,WNW,S,20,22,44.02546598,56.55219644,1020.7,1020.5,1,1,13.2,15.6,0,0
2011/7/6,,8.5,17.8,5.694960464,7.993227011,SSW,30,,SW,11,,,,1020.4,1018.7,4.167265902,4.27812027,15.3,16.2,0,
2014/1/22,Hobart,4.8,19.2,,9.3,N,54,NNW,NNE,22,26,,66.3467004,1017,1010.1,,4.27812027,10.5,18.1,0,
2010/7/26,PerthAirport,19.4,36.6,9.6,12.3,E,59,E,SE,19,,32.81494878,57.01056467,1015.8,1011.7,,3,24.8,35.6,0,0
2015/10/9,,9.8,18.7,,,SE,17,,NNE,0,9,63.90811413,71.90705476,1035,1031.5,,,12.7,,0,0
,Bendigo,,14,,7.993227011,,19,,NNE,,9,80.23180704,,1023.8,,8,8,10.3,13.3,0,0
2016/7/19,Newcastle,17.8,,5.694960464,,,39.38314977,SE,SE,,9,65.48551373,57.36474826,1018.03427,1015.465952,,7,21.8,24,0,0
2009/7/12,,25.4,33.6,,6.6,,37,S,NE,,24,,,,1008.4,5,,29.4,33.1,0,89
2009/8/2,Tuggeranong,,25,5.694960464,7.993227011,E,33,E,,7,11,35.79945181,,1020.1,1015.8,4.167265902,4.27812027,,23.5,0,
,MountGambier,8.8,26.8,2.4,7.2,N,33,NE,NNW,,20,48.02409547,78.89101664,1014.5,1011.3,1,8,14.6,25.9,0,0
2013/5/13,Mildura,,19.7,3.6,,ENE,44,NE,NE,17,22,,49.94205649,1011.4,1005.4,7,7,,,0,0.2
,,12.2,25,5.694960464,7.993227011,WNW,30,,W,0,,,65.70637566,,1011.6,,4.27812027,,24.6,0,0
2009/9/22,Moree,12.9,,,7.993227011,NE,26,NNE,,17,0,48.07997406,62.68016712,,1021.6,8,6,17.7,23.4,0,0
,Adelaide,10,24.3,21,12.8,ESE,,ENE,ESE,11,13,26.00940693,,,,4.167265902,4.27812027,,,0,0
2016/5/22,,14.2,35.2,8,12.4,,46,NNE,N,19,,6.859942001,43.97669694,1014.5,1011.7,,5,28,34.1,0,0
2017/5/26,Witchcliffe,11.3,,5.694960464,7.993227011,SSE,31,,S,15,20,,49.76794011,,1019.4,4.167265902,4.27812027,19.8,22,0,0
2015/10/24,,6.5,15.3,4.6,7.993227011,WNW,26,NE,WNW,,,67.79211224,69.49806422,1025.7,1025.7,4.167265902,4.27812027,9.7,15,0,6
2011/8/7,Albany,10.4,22.6,4.6,10.9,,39.38314977,S,WSW,11,,61.72291577,55.73056314,1021.4,1019,1,0,18.8,20.1,0,
,Cairns,24.5,31.1,11,3.2,S,37,NW,ENE,7,11,,68.86222331,1009.3,1005.8,,7,,30.2,1,
,Albany,12.5,,1.8,0,,39.38314977,S,S,11,11,67.6693984,64.36407679,1035.3,1033.5,8,8,13.3,15.1,0,0
2013/8/3,Launceston,15.2,,,7.993227011,NNW,39,NNW,NNW,9,,,70.5808467,1018.03427,1015.465952,1,8,19.4,26,0,0
2011/8/13,Perth,11.2,19.3,1.4,8.4,WSW,35,,W,0,11,62.5533882,77.95331655,,1018.6,,4,,18.3,1,
2014/10/4,Brisbane,19.8,31.8,7.4,9.3,NNE,26,NW,NE,4,15,,43.6271966,1012.6,1008.9,7,3,28.2,27.8,0,0
2017/2/22,,,,1.4,10.7,WNW,30,N,WSW,13,20,,61.76711014,1026,1022.2,0,3,10.3,16.7,0,
2017/2/17,Woomera,10.3,19.4,3.8,,S,30,SSE,,17,,59.224331,72.14941604,1025.6,1024,2,1,13.8,18.9,0,0
2011/1/3,Newcastle,16,26.5,5.694960464,7.993227011,,39.38314977,,SE,2,2,59.50512414,58.7766667,1018.03427,1015.465952,1,3,21.5,25.6,0,
2014/11/19,Witchcliffe,2.7,17.4,5.694960464,7.993227011,ESE,31,,ESE,7,,62.60698335,81.41123441,1018.03427,1015.465952,4.167265902,4.27812027,8.8,16.8,0,0
2017/2/16,Hobart,11.1,17.9,3.6,9.3,NNW,,NNW,ENE,11,,50.07548778,49.02345423,995.4,995.3,4.167265902,,14.5,17.1,0,0
,Townsville,26.1,31.7,8.6,12.3,ENE,,,,26,,55.07052386,,1011,1008.8,4,2,29.9,,0,0
2010/4/10,Darwin,23.7,33.9,6,11,N,,E,,22,22,46.2548818,58.30640746,,1011,4,1,27,,0,0
,NorahHead,14.1,19.1,,7.993227011,N,,NNW,WNW,9,4,70.89683211,69.34820278,1012.3,1009.4,4.167265902,4.27812027,14.7,,0,1.6
2016/12/7,Albury,3.5,,5.694960464,7.993227011,,24,,WNW,0,15,60.23337731,64.86572555,1025.3,1022.6,4.167265902,2,8.3,16.7,0,
2011/7/5,,15,,10.6,12.8,S,,SSE,WSW,24,30,35.64002139,52.35171828,1014.5,1012.4,0,7,19,23.8,0,0
,Portland,9.8,,0,5.6,W,48,WSW,WNW,13,24,59.39937548,58.03604592,,1020.2,6,4,12.9,,1,
2009/12/23,Mildura,,28.8,6.6,10.9,NE,20,SE,NNW,,7,,60.49270776,1024.2,1021.1,1,,13.7,,0,0
2011/10/15,Albury,4.4,11.7,5.694960464,7.993227011,N,31,N,NNW,9,9,,54.41842576,,1017.5,6,8,7.6,10.2,0,
,Moree,19.4,34.8,6.4,10.9,SSW,59,N,W,,,41.84345731,,1007.8,,2,3,,33.2,0,13.6
,AliceSprings,22,38.7,12.6,,NW,33,NW,,13,9,21.78351043,54.83152095,1009.7,1006.5,3,5,31.6,,0,0
,Witchcliffe,7.4,,,7.993227011,NNW,,NW,WNW,20,,52.06864231,60.14369412,1017.5,1015.7,4.167265902,4.27812027,,14.9,0,3.4
2014/11/27,Adelaide,13.2,21.2,5.4,6.9,WSW,,WSW,,15,,51.98932993,65.89485183,1019.9,1019.7,4.167265902,4.27812027,16.6,,0,0.4
2017/3/2,Nuriootpa,14.4,25.7,8,11,ESE,39,,,22,20,36.88438901,62.35393548,1020,1016.9,,0,16.9,24.6,0,0
2011/10/26,,,24.8,5.694960464,7.993227011,WNW,37,NW,NW,22,22,33.46145861,69.07324003,1025.4,,4.167265902,4.27812027,13.8,24,0,0
2013/8/12,Sale,-0.8,12.8,5.694960464,7.993227011,NW,24,,SW,4,,59.40840908,74.52352538,,1011.5,4.167265902,4.27812027,4.2,12.1,0,0
2016/7/22,Bendigo,10.9,21.8,11.2,7.993227011,SSW,50,SW,SW,,28,38.01107136,57.05620219,1015.7,1016.8,3,2,,,0,0
2009/8/5,Williamtown,16.5,22.5,5.694960464,7.993227011,S,,SE,ESE,15,20,56.93073891,65.27701894,1012,1013.8,8,4,19.5,,0,0
2016/6/19,,19.4,31.7,5.694960464,7.993227011,NE,,NE,NNE,26,26,41.70399026,61.05070857,1017,1012.6,1,2,22.8,29.9,0,1.2
2012/4/20,,,12.3,5.694960464,7.993227011,W,46,WSW,W,19,15,50.61201313,25.80100135,1018.03427,1015.465952,4.167265902,4.27812027,8.3,9.8,0,0.4
2014/8/8,,4.6,15,2,6.9,S,33,SSW,SE,7,11,54.21448523,70.22783796,1033.7,1030.2,,0,,,0,0
,Albury,9.2,,,,WNW,,,WNW,0,17,58.5815898,65.07443801,1016.1,,4.167265902,6,14.2,18.6,0,0
2011/6/24,Melbourne,10.1,,4.8,,ESE,26,NE,SSW,6,,,60.80557248,1021.6,1019.4,1,1,14.5,21.5,0,0
2015/11/24,,1.7,16.7,3.2,,W,30,E,WSW,7,17,44.16325376,64.28955952,1022.4,1018.7,0,,9.8,16.3,0,0
2014/3/13,SydneyAirport,17.1,22.6,7,9.2,S,35,SSE,ESE,19,20,54.01554385,57.4330927,1019.6,,4,1,18.8,22.1,0,0
2011/11/17,NorfolkIsland,16.9,,,7.993227011,ENE,61,ENE,ENE,,30,94.15027618,50.99417643,1021.1,1017.8,,8,18.7,17.9,1,30
2016/12/13,Adelaide,11.8,22.3,2.8,7.993227011,E,44,NE,ENE,15,13,44.73104926,59.23391472,1014.3,,,,14.2,21.8,0,0
2010/6/27,MountGinini,4.1,11.4,5.694960464,7.993227011,,28,,WSW,9,11,74.3051153,72.85120023,1018.03427,1015.465952,4.167265902,4.27812027,,8.2,0,0.2
2017/2/26,PerthAirport,16.3,24.5,5,1.6,,43,ENE,W,20,13,,49.32295622,1010.5,1007.8,,8,18.9,23.4,0,
2010/4/10,Mildura,2.5,22.8,,,W,22,NNE,NW,9,7,26.89581506,59.58970765,,1022.1,,0,13.6,21.7,0,0
2013/8/29,Canberra,,21.8,5.694960464,2,NNW,48,,NNW,6,28,90.40956511,59.95089236,1011.5,,,8,16.2,,1,5.6
,Dartmoor,4.2,14,2.2,,NNW,41,N,NNW,19,19,64.21132592,62.34612082,1023,1019.7,4.167265902,4.27812027,8.4,13.3,0,0
2014/8/25,,14.1,33.5,,13.4,ESE,35,ESE,E,20,15,,61.76333595,1019.9,1016.1,,0,19.5,32.4,0,0
2010/8/8,SydneyAirport,,27.6,7,12.9,SW,,WSW,SE,,26,25.67479376,46.11767096,,1012.9,2,,,25.1,0,0
2011/2/1,MelbourneAirport,,17.9,1.2,7.1,NNE,56,NNW,N,7,30,50.11928675,,1029.3,1025.8,,6,10.2,17.2,0,0
2011/2/28,Williamtown,5.5,21.9,1.4,,WNW,,,WNW,2,41,33.19642631,,1006.2,,,4.27812027,15.5,21.3,0,0
2015/10/6,,,21.1,5.8,6.6,SE,,SE,SE,,,,64.7070574,1017.9,1016.2,8,5,16.3,,0,0
2013/7/30,Nuriootpa,5.2,20.5,3.4,9.7,NNW,63,N,NNW,,37,35.11145665,53.41204469,1013.9,1009.6,6,,,20.2,0,6
,Woomera,22.4,31.9,0.5,7,SE,26,,SE,13,,,80.12285309,1015.3,,8,4.27812027,23.2,30.9,1,0
2012/6/30,Launceston,12.2,28.4,,7.993227011,N,,,NW,0,17,49.58925694,66.55649376,1018.03427,1015.465952,5,,17.8,,0,0
2009/2/27,MountGambier,4.7,16.5,0.6,4,S,26,,S,0,13,69.93765386,74.48897762,,1024,6,,,,0,0
,Wollongong,15.5,19,5.694960464,7.993227011,S,50,SSW,SSW,35,33,65.91686416,52.97990563,1024.1,1023.8,1,1,18.1,,0,5.2
2013/1/2,Perth,10.5,30.2,8,,NE,37,,,24,9,21.0200599,49.28710195,,1021.3,,,,29.7,0,0
,SydneyAirport,19.6,,9,11.4,,48,NNE,ENE,,,,53.27318431,1022.1,1020.3,3,1,,25.3,0,0
2014/11/27,Tuggeranong,14.4,,,,WNW,,NW,,7,30,44.00971141,,1001.8,,4.167265902,4.27812027,17.8,,1,0
2014/1/9,PearceRAAF,,25.5,5.694960464,1.6,E,46,ESE,SE,19,26,61.11899651,57.73998548,1017.1,1016,8,5,21.5,,0,0
2013/11/26,Portland,5.9,18,0.8,,NNW,26,N,N,15,,66.24719391,,1028,,3,2,9.4,16.6,0,
2016/2/12,Launceston,13.4,30.7,5.694960464,7.993227011,NW,56,,NNW,0,,41.09800541,70.071715,1013.1,1007.4,4.167265902,4.27812027,20.7,29.6,0,0
2013/3/31,Townsville,24.5,32.9,10.8,,ENE,43,ESE,ENE,,31,60.39672892,48.6735925,1017.1,1012.6,3,,29.6,30.4,0,4.2
2010/9/11,Wollongong,22,34.6,5.694960464,7.993227011,NW,,NW,,44,17,23.24768878,43.1076678,1005.7,1007.8,4.167265902,8,,31.7,0,10
2013/1/15,Albany,11.6,18.9,4.4,9.9,,,ENE,,,30,57.7983457,49.55595037,1024.1,1021.8,7,1,16.5,17.8,0,0
,,14.5,22.3,9.8,10.8,,50,SW,,11,24,29.70709023,46.80585065,1017.4,1014.8,1,1,18.5,21.1,0,
2009/12/24,Perth,,,9.4,12.9,,43,E,SSW,13,17,34.26804208,56.17849353,,1011.1,0,0,23.3,31.3,0,0
2014/8/4,SydneyAirport,20.3,,2.6,10.9,,39,SW,E,7,,57.57417435,71.47975461,1014.3,1012.6,5,1,,26.2,1,0
,Witchcliffe,,26.9,5.694960464,7.993227011,N,44,E,SSE,,17,68.39464516,,1014,1008.5,4.167265902,4.27812027,15.7,,0,2
,AliceSprings,-2.3,20.1,4.2,,S,31,,SE,0,9,15.81558855,,1022.5,,0,0,,19.7,0,0
,Albury,15.8,,,7.993227011,WSW,26,SE,SW,9,,32.17344159,,1014.7,,4.167265902,4.27812027,22.1,32,0,0
2011/3/2,Sydney,10.5,21.7,3.4,10,W,,W,SE,20,,54.62247071,61.05942998,1025.1,1021.9,,1,13.3,,0,0
,WaggaWagga,16.7,24.3,,3.6,ENE,46,ENE,ENE,,,64.95252643,61.03699124,1014.2,,,7,17.7,22.3,1,1.4
2011/10/14,Witchcliffe,,18,5.694960464,7.993227011,NNW,54,,,13,,69.85700609,76.35140716,1020.2,1018.1,4.167265902,4.27812027,13.3,16.1,0,10
2016/2/2,SalmonGums,7.2,18.6,5.694960464,,E,30,,,7,13,53.06484148,62.0133124,1018.03427,,4.167265902,4.27812027,13.7,,0,0
2010/12/3,Cairns,20.5,28.4,9.6,7,SE,46,S,SE,28,33,56.18151165,50.58033446,1018.7,1016,1,5,24.2,26,0,
2010/11/2,Mildura,8.8,16.3,,3.8,,,,NNW,11,13,66.24972475,75.76852808,,1006.5,,7,,15,1,2.8
2008/9/23,Albany,11.2,,2,,,39.38314977,SSW,,15,,54.43674616,79.27429456,1026.3,1025.6,7,4.27812027,12.5,22.15705867,1,0
2009/8/22,,,16.3,5.694960464,7.993227011,NNE,15,,,,,57.55601715,83.4403732,,1026.5,4.167265902,4.27812027,2.8,,0,
,Cairns,23.8,31.6,,6.6,SSE,35,S,,13,28,58.80850832,60.03039301,,1006.7,7,7,27.7,,1,0
2016/9/18,Mildura,5.2,,5,9.4,WNW,30,W,W,13,,46.68269729,69.1193589,1016.7,1014.1,1,1,12,17.6,0,0
2017/2/25,BadgerysCreek,5.8,20.2,5.694960464,7.993227011,SW,15,,NNE,0,,49.8170992,68.02581601,1021.7,1018.7,4.167265902,,13.1,,0,0
2015/9/2,,,,10,7.993227011,SE,,NW,E,7,15,,69.61149682,1010.8,1006.3,3,4,,,0,0
2016/2/24,Watsonia,10.2,23,14.2,13,S,31,WSW,,,13,35.60007099,,1008.9,1007.8,3,3,15.6,,0,0
2011/2/3,Williamtown,,,,11.2,WNW,30,NW,NNW,,13,32.04846099,,1020.1,1016.2,0,,16.6,25.3,0,0
,,10,15.1,1.6,6.1,S,20,,SW,,,50.57928935,54.09479364,1035.9,1033.7,7,2,11.7,14.7,0,
2014/12/13,Penrith,12.9,28.6,5.694960464,,NW,52,,WSW,2,19,40.63654984,76.69539408,1018.03427,1015.465952,4.167265902,4.27812027,17.6,26.2,0,0
,WaggaWagga,2.6,12.9,0.6,4.2,WNW,17,S,W,,7,64.0474931,79.70171063,1034.6,1032,7,4,4.4,,0,0
,NorahHead,9.3,16.7,5.694960464,7.993227011,SSW,43,WSW,SSW,11,30,,47.99032558,1021,1021.2,4.167265902,,12.6,16.1,0,0
2012/11/22,Melbourne,7,14.9,2.2,3,WNW,,NNW,WNW,22,20,48.73223821,57.56825146,999.3,998.8,7,7,9.2,14.5,0,0
2014/10/6,SalmonGums,,22.7,,,NW,33,NNW,WNW,20,15,32.15789484,,,,4.167265902,4.27812027,13.2,22.1,0,0
2009/10/10,Darwin,27.4,34.7,5.694960464,10.8,ESE,52,WSW,WNW,9,28,52.58208913,,1010,,3,3,30.7,,0,
,PerthAirport,19,40,13.2,13.1,SW,52,E,S,,15,,52.0601367,,1007.5,0,0,30,39.1,0,
2013/7/15,Albany,11.5,21.1,2.6,7.9,,39.38314977,W,S,4,11,67.73854393,66.92050472,1018.1,,6,6,14.4,18.9,0,
2010/3/30,Walpole,8.9,,5.694960464,7.993227011,WNW,28,NW,W,15,17,65.24230695,55.04740042,,1026.8,4.167265902,4.27812027,12,14.7,0,0
2014/8/8,,12.2,20.6,5.694960464,7.993227011,NE,33,,NE,,24,,47.88488767,1021.9,,4.167265902,4.27812027,18.9,18.6,0,0
2014/10/30,Cairns,22.6,32.1,5.694960464,,ENE,31,SE,NNE,,19,62.30716093,53.75060395,1011.3,1007.5,4.167265902,4.27812027,,31.3,1,0
2010/10/8,,5.7,15.5,0.2,7.9,SE,28,SSE,,17,13,,,1018.3,,5,2,10.3,,1,0
2015/4/24,Tuggeranong,16.1,27.1,5.694960464,7.993227011,NNW,,WSW,NW,6,13,,73.13485069,1013.1,1010.7,4.167265902,4.27812027,17.6,26.5,0,0
2011/12/10,Sydney,,22.4,3.4,4.9,,39.38314977,,,13.73379964,18.43587904,71.72699391,60.85164666,1018.03427,1015.465952,7,,19.7,21.8,0,
2015/8/13,,,15,4.8,4.3,SW,56,WSW,,,,52.30710868,57.70705723,,1025.4,7,7,11.9,14.1,0,0
2013/5/13,,10.3,29,5.694960464,7.993227011,S,44,S,S,15,17,33.59871539,59.63432345,1018.03427,1015.465952,4.167265902,4.27812027,,,0,0
,Richmond,,,7.4,,WNW,39,,E,0,11,63.84519423,58.42678477,1010.8,,,4.27812027,17.4,21.5,0,0
2015/8/30,Richmond,14.2,31.6,23.8,7.993227011,ESE,,SE,,9,11,24.57091758,53.32037171,1008.2,1005.6,1,4.27812027,21.2,29.9,0,0
2015/3/17,,10.2,19.5,2.8,4,,39.38314977,NNE,NNW,6,13,56.6405433,63.01541811,1015.7,1012.7,7,6,,19,0,0
2009/4/20,Portland,14.2,20.4,7.4,6.4,SW,46,WSW,SW,22,26,57.64699517,48.87156668,1013.6,1016.1,7,7,16.3,18.2,0,0
2013/9/8,Darwin,27.3,,7.2,7.2,W,37,W,WSW,,26,64.21132592,,1010.5,1007.2,7,7,,31.6,0,0.2
2010/10/12,Canberra,13.8,25.8,5.694960464,7.993227011,S,,SSE,NW,,11,,74.65426957,1023.4,,7,4.27812027,16.4,25.5,1,0.4
,Perth,19.7,,9,12.1,SE,43,ESE,ESE,15,17,37.42590167,55.10444114,1016.1,1012.1,1,3,24.2,29.9,0,0
,,12.2,23.4,4,9.2,WSW,20,SW,SSW,7,,47.17357244,58.5277761,1023.4,1021.3,,,,23.3,0,
2010/7/4,Sale,,19.4,5.694960464,,,15,,N,7,7,,82.65509427,1029.4,1026.6,5,3,6.6,19.2,0,0.2
2013/9/8,WaggaWagga,3.7,16.6,,5.6,SW,24,,WSW,0,17,66.21658448,78.4512607,,1025.9,8,5,6.9,,0,0
2017/4/9,Katherine,,36,6.6,7.993227011,NW,30,NW,,,7,52.20153993,,1014.9,1010.3,1,4.27812027,29,22.15705867,0,0
2010/4/16,,13.7,27.2,5.694960464,7.993227011,SW,39,SW,E,20,,,,1018.03427,1015.465952,4.167265902,4.27812027,,25.4,0,0
2015/7/17,Perth,14.2,23.2,4,8.4,E,39,E,,,,51.65821391,,1026.3,1023.9,7,5,16.3,,0,
2013/10/26,,15.4,23.9,4.8,1.4,SE,30,SSW,SE,11,,,70.88262298,1008.7,1008,8,,18.2,,0,0
2016/2/17,GoldCoast,15.1,21.3,,7.993227011,SSE,,S,SSE,31,24,59.42791835,48.51470026,1019.3,1016.9,4.167265902,4.27812027,18.7,19.8,0,1.4
,Tuggeranong,5.2,17,5.694960464,7.993227011,N,54,NW,,13,24,74.48029655,47.20493359,,1008,4.167265902,4.27812027,13.8,10.5,0,2.8
2010/6/16,Uluru,19.3,40.1,5.694960464,7.993227011,SW,30,,,11,9,16.22360289,46.58533626,1009,1005.6,4.167265902,,29.2,38.9,0,0
2016/1/23,Hobart,10.2,19.8,5.8,7.5,NW,37,NNW,,20,22,73.57812954,36.73536682,,1005.1,6,,16,16.1,0,
2011/11/25,Woomera,9.9,21.2,7.2,6.1,SSW,31,ESE,,19,,35.06807017,61.87319904,1026.7,1022.6,,5,15.5,20.7,0,0
,Cairns,19.2,,,8.5,S,48,S,SE,,26,57.43951593,,1018.2,1015.1,4,5,22,25.3,0,0
2013/9/3,Tuggeranong,,27.9,5.694960464,7.993227011,NW,57,,NW,13,,33.53890632,56.59676355,1009.5,1005.9,4.167265902,4.27812027,17.8,23.9,0,0
,MelbourneAirport,9.1,16.2,1.8,1.3,SW,33,WSW,SW,,19,56.51896518,56.66175021,,,,7,12.6,14.9,1,0
,,4.7,19.3,5.694960464,7.993227011,SSE,48,SSE,SSE,31,26,,,1022.8,1020.2,4.167265902,4.27812027,11.1,18,0,0
